product_family,product_name,product_price,product_brand,product_link
Estacionarias,Ingleteadora Bosch GCM 12 X 1.800 W,410660,Bosch,https://herramientas.cl/ficha/575091/ingleteadora-bosch-gcm-12-x-1800-w
Estacionarias,"Motor Estacionario WULKAN WK-HE-65 Motor 6,5 hp",122940,WULKAN,https://herramientas.cl/ficha/612349/motor-estacionario-wulkan-wk-he-65-motor-65-hp
Estacionarias,Torno de Manera Itaka RWL1000I 370W,157650,Itaka,https://herramientas.cl/ficha/602644/torno-de-manera-itaka-rwl1000i-370w
Estacionarias,Sierra Ingleteadora Makita DLS600Z 6-1/2 %28165 mm.%29,520380,Makita,https://herramientas.cl/ficha/587714/sierra-ingleteadora-makita-dls600z-6-12-28165-mm29
Estacionarias,Cortadora Panel Vertical Para Madera SAFETYSPEED H6,4146910,SAFETYSPEED,https://herramientas.cl/ficha/594436/cortadora-panel-vertical-para-madera-safetyspeed-h6-
Herramientas Manuales,Cinta Metrica 5 Metros Total TMT126351,1790,Total,https://herramientas.cl/ficha/614265/cinta-metrica-5-metros-total-tmt126351-
Herramientas Manuales,Mazo de Goma Blanco Total THT76836 8 OZ,3470,Total,https://herramientas.cl/ficha/614482/mazo-de-goma-blanco-total-tht76836-8-oz
Herramientas Manuales,Cinta Metrica De Acero 30M M/Ergonomico Total TMT11306,8630,Total,https://herramientas.cl/ficha/614269/cinta-metrica-de-acero-30m-mergonomico-total-tmt11306-
Herramientas Manuales,Cinta Metrica De Acero 5M Total TMT126052,2600,Total,https://herramientas.cl/ficha/614270/cinta-metrica-de-acero-5m-total-tmt126052-
Herramientas Manuales,Cinta Metrica De Acero 5M Total TMT126051,2230,Total,https://herramientas.cl/ficha/614271/cinta-metrica-de-acero-5m-total-tmt126051-
Herramientas Manuales,Cinta Metrica De Fibra De Vidrio 20M M/Egrgonico Total TMTF12206,5580,Total,https://herramientas.cl/ficha/614275/cinta-metrica-de-fibra-de-vidrio-20m-megrgonico-total-tmtf12206-
Herramientas Manuales,Combo 1000 Gr Mango Fibra De Vidrio Total THT7210006,5500,Total,https://herramientas.cl/ficha/614280/combo-1000-gr-mango-fibra-de-vidrio-total-tht7210006-
Herramientas Manuales,Combo 2000 Gr Mango Fibra De Vidrio Total THT7220006,8330,Total,https://herramientas.cl/ficha/614281/combo-2000-gr-mango-fibra-de-vidrio-total-tht7220006-
Herramientas Manuales,Serrucho con Mango de Fibra Total THT55166D 16 Pulgadas,7590,Total,https://herramientas.cl/ficha/614555/serrucho-con-mango-de-fibra-total-tht55166d-16-pulgadas
Herramientas Manuales,Serrucho Punta Total THCS3006 12 Pulgadas,4170,Total,https://herramientas.cl/ficha/614564/serrucho-punta-total-thcs3006-12-pulgadas
Herramientas Manuales,Serrucho para Carton Yeso Total THWBSW66 6 Pulgadas,4090,Total,https://herramientas.cl/ficha/614563/serrucho-para-carton-yeso-total-thwbsw66-6-pulgadas
Herramientas Manuales,Alicate De Corte Diagonal Cuello Largo 7 Pulgadas Total THT27716,3740,Total,https://herramientas.cl/ficha/614188/alicate-de-corte-diagonal-cuello-largo-7-pulgadas-total-tht27716-
Herramientas Inalámbricas,Taladro Atornillador Dewalt DCD777D2 20V,138600,Dewalt,https://herramientas.cl/ficha/594577/taladro-atornillador-dewalt-dcd777d2-20v
Herramientas Inalámbricas,Taladro Atornillador Percutor Makita DHP481RTE 18 V,418450,Makita,https://herramientas.cl/ficha/577162/taladro-atornillador-percutor-makita-dhp481rte-18-v
Herramientas Inalámbricas,Llave Impacto Fuel Milwaukee 2864-259 M18,696650,Milwaukee,https://herramientas.cl/ficha/603733/llave-impacto-fuel-milwaukee-2864-259-m18
Herramientas Inalámbricas,Atornillador de Impacto Inalámbrico Einhell TE-CI 18/1 Li 18 V,46890,Einhell,https://herramientas.cl/ficha/598218/atornillador-de-impacto-inalambrico-einhell-te-ci-181-li-18-v
Herramientas Inalámbricas,Cortadora 12V (CXT) Makita,100000,Makita,https://herramientas.cl/ficha/586100/cortadora-12v-cxt-makita
Herramientas Inalámbricas,Atornillador de Impacto 18V. Metabo,377730,METABO,https://herramientas.cl/ficha/587450/atornillador-de-impacto-18v-metabo
Herramientas Inalámbricas,Lampara LED inalámbrica Milwaukee 2735-059 18 V,12900,Milwaukee,https://herramientas.cl/ficha/587749/lampara-led-inalambrica-milwaukee-2735-059-18-v
Herramientas Inalámbricas,Laser de lineas cruzadas Makita SK104Z Bateria AA 1.5V,158780,Makita,https://herramientas.cl/ficha/586151/laser-de-lineas-cruzadas-makita-sk104z-bateria-aa-15v
Herramientas Inalámbricas,Sierra caladora inalámbrica Makita JV183DWE 18V,162150,Makita,https://herramientas.cl/ficha/575949/sierra-caladora-inalambrica-makita-jv183dwe-18v
Herramientas Inalámbricas,Kit Tipo 1 Baterías BL1815N-Cargador DC18SD,183290,Makita,https://herramientas.cl/ficha/586156/kit-tipo-1-baterias-bl1815n-cargador-dc18sd
Herramientas Inalámbricas,Kit Sierra Sable Inalámbrica Makita DJR183RFE 18V,223630,Makita,https://herramientas.cl/ficha/575804/kit-sierra-sable-inalambrica-makita-djr183rfe-18v
Herramientas Inalámbricas,Atornillador de Impacto GDR 12-LI (Solo Herramienta)- Bosch,77390,Bosch,https://herramientas.cl/ficha/575184/atornillador-de-impacto-gdr-12-li-solo-herramienta-bosch
Instrumentos de Medición,Nivel Lásers Dewalt DW083K 3 Puntos,124000,Dewalt,https://herramientas.cl/ficha/575231/nivel-lasers-dewalt-dw083k-3-puntos
Instrumentos de Medición,BARRA TELESCÓPICA 3.5M BT350 PROFESSIONAL BOSCH,108890,Bosch,https://herramientas.cl/ficha/577749/barra-telescopica-35m-bt350-professional-bosch
Instrumentos de Medición,Medidor de angulo Bosch GAM 220 0-220°,156880,Bosch,https://herramientas.cl/ficha/578992/medidor-de-angulo-bosch-gam-220-0-220
Instrumentos de Medición,"Nivel de Láser de Líneas + Tripode Bosch GLL 3-80C 0,82 Kg",395990,Bosch,https://herramientas.cl/ficha/599669/nivel-de-laser-de-lineas-tripode-bosch-gll-3-80c-082-kg
Instrumentos de Medición,Láser giratorio PROF Bosch Bosch GRL 250 HV 600 rpm,555930,Bosch,https://herramientas.cl/ficha/575128/laser-giratorio-prof-bosch-bosch-grl-250-hv-600-rpm
Instrumentos de Medición,Nivel Laser Makita Makita SK103PZ,302160,Makita,https://herramientas.cl/ficha/577105/nivel-laser-makita-makita-sk103pz-
Instrumentos de Medición,Nivel Lásers Dewalt DW085K 5 Puntos,184690,Dewalt,https://herramientas.cl/ficha/575232/nivel-lasers-dewalt-dw085k-5-puntos
Linea Neumatica,Kit pistola de pintar MUZI AK-6 5 piezas,31221,MUZI,https://herramientas.cl/ficha/598803/kit-pistola-de-pintar-muzi-ak-6-5-piezas
Linea Neumatica,Compresor Polea Mosay Mosay 1C12171100 3HP 100L,311590,Mosay,https://herramientas.cl/ficha/577982/compresor-polea-mosay-mosay-1c12171100-3hp-100l
Linea Neumatica,Pistola Sopletear MUZI BG-3 Boquilla larga,2261,MUZI,https://herramientas.cl/ficha/598806/pistola-sopletear-muzi-bg-3-boquilla-larga
Linea Neumatica,Compresor Polea Mosay Mosay 1C12171200 3HP 200L,433190,Mosay,https://herramientas.cl/ficha/577984/compresor-polea-mosay-mosay-1c12171200-3hp-200l
Linea Neumatica,Clavadora Makita AF353,130240,Makita,https://herramientas.cl/ficha/587855/clavadora-makita-af353-
Linea Neumatica,Medidor de Aire Einhell 4137000 8 Bar,9200,Einhell,https://herramientas.cl/ficha/577410/medidor-de-aire-einhell-4137000-8-bar
Linea Neumatica,Compresor Polea Mosay Mosay 1C12171300 3HP 300L,560790,Mosay,https://herramientas.cl/ficha/577986/compresor-polea-mosay-mosay-1c12171300-3hp-300l
Linea Neumatica,Pistola Sopletear MUZI DG-10-1 Boquilla corta,2857,MUZI,https://herramientas.cl/ficha/598809/pistola-sopletear-muzi-dg-10-1-boquilla-corta
Linea Neumatica,Pistola de Pintura Einhell 4133000 3 - 4 Bar,11900,Einhell,https://herramientas.cl/ficha/577411/pistola-de-pintura-einhell-4133000-3-4-bar
Linea Neumatica,Compresor Polea Mosay Mosay 1C12171280 4HP 200 LTS.,577900,Mosay,https://herramientas.cl/ficha/577987/compresor-polea-mosay-mosay-1c12171280-4hp-200-lts
Linea Neumatica,MARTILLO DE AIRE TW-UYUSTOOLS Uyustools MAR190 190MM,33260,Uyustools,https://herramientas.cl/ficha/584969/martillo-de-aire-tw-uyustools-uyustools-mar190-190mm
Herramientas Electricas,Martillo Demoledor Makita Makita HM1201 Hexagonal,581940,Makita,https://herramientas.cl/ficha/575646/martillo-demoledor-makita-makita-hm1201-hexagonal
Herramientas Electricas,Multimax Dremel F013MM40NB 2.3 A.H,68580,Dremel,https://herramientas.cl/ficha/583122/multimax-dremel-f013mm40nb-23-ah
Herramientas Electricas,Lijadora Excéntrica 5 (125 mm.) 240W M9204G MAKITA-MT Makita-Mt M9204G,53610,Makita-Mt,https://herramientas.cl/ficha/591969/lijadora-excentrica-5-125-mm-240w-m9204g-makita-mt-makita-mt-m9204g
Herramientas Electricas,LIJADORA DE TUBOS 180 UTC 7-R 230V ART 1111570,866300,Isesa,https://herramientas.cl/ficha/600508/lijadora-de-tubos-180-utc-7-r-230v-art-1111570
Herramientas Electricas,Esmeril 4 1/2 650W,22500,Black&Decker,https://herramientas.cl/ficha/594572/esmeril-4-12-650w
Herramientas Electricas,Cepillo eléctrico Bosch GHO 26 - 82 710W,122010,Bosch,https://herramientas.cl/ficha/575030/cepillo-electrico-bosch-gho-26-82-710w
Herramientas Electricas,Atornillador 1/4 ¨ Makita FS2200 570 W,104060,Makita,https://herramientas.cl/ficha/575605/atornillador-14-makita-fs2200-570-w
Herramientas Electricas,TALADRO Bosch GBM 10 RE 600 W,55900,Bosch,https://herramientas.cl/ficha/575138/taladro-bosch-gbm-10-re-600-w
Estacionarias,Sierra Circular Mosay MJ-10250D Sierra Circular,710000,Mosay,https://herramientas.cl/ficha/578138/sierra-circular-mosay-mj-10250d-sierra-circular
Herramientas Electricas,Esmeril Angular Makita 9557HPYG 840 W,55770,Makita,https://herramientas.cl/ficha/587860/esmeril-angular-makita-9557hpyg-840-w
Herramientas Electricas,Kit Pistola Calor Stanley Stanley STXH2000K 1800W,55310,Stanley,https://herramientas.cl/ficha/588454/kit-pistola-calor-stanley-stanley-stxh2000k-1800w
Herramientas Electricas,Esmeril Angular 4-1/2 Makita DGA464ZU 5.800 rpm,216870,Makita,https://herramientas.cl/ficha/612250/esmeril-angular-4-12-makita-dga464zu-5800-rpm
Herramientas Electricas,Cortadora 7.1/8 corte 45º 4107R Makita,502360,Makita,https://herramientas.cl/ficha/575716/cortadora-718-corte-45-4107r-makita
Estacionarias,Tronzadora de Metal Uyustools NJ3351,99190,Uyustools,https://herramientas.cl/ficha/592996/tronzadora-de-metal-uyustools-nj3351-
Estacionarias,Sierra Ingleteadora Makita LS1219 12 (305 mm.) eje 1 1.800 W. 3.200 rpm. Inglete,597320,Makita,https://herramientas.cl/ficha/600199/sierra-ingleteadora-makita-ls1219-12-305-mm-eje-1-1800-w-3200-rpm-inglete
Estacionarias,"Motor Estacionario WULKAN WK-HE-130E Motor 13,5 hp",288260,WULKAN,https://herramientas.cl/ficha/612350/motor-estacionario-wulkan-wk-he-130e-motor-135-hp
Estacionarias,Maquina Multiple Itaka RWM392C1 1500W 200MM EJE DIR,949330,Itaka,https://herramientas.cl/ficha/594437/maquina-multiple-itaka-rwm392c1-1500w-200mm-eje-dir
Estacionarias,Lijdora de Banda Mosay 1C14500005,365000,Mosay,https://herramientas.cl/ficha/578140/lijdora-de-banda-mosay-1c14500005-
Estacionarias,Ingleteadora Inalámbrica Einhell TE-MS 18/210 Li - Solo 18 V,110900,Einhell,https://herramientas.cl/ficha/597969/ingleteadora-inalambrica-einhell-te-ms-18210-li-solo-18-v
Estacionarias,Taladro fresador Mosay Mosay ZX20,816600,Mosay,https://herramientas.cl/ficha/589133/taladro-fresador-mosay-mosay-zx20-
Estacionarias,Sierra Ingleteadora Makita DLS111PT2 4.400 rpm,822830,Makita,https://herramientas.cl/ficha/612267/sierra-ingleteadora-makita-dls111pt2-4400-rpm
Estacionarias,Canteadora 8 Itaka RJ 200 A 1500W 220V,968180,Itaka,https://herramientas.cl/ficha/594438/canteadora-8-itaka-rj-200-a-1500w-220v
Estacionarias,Taladro Impacto Dongcheng DZJ03-13 500W,43340,Dongcheng,https://herramientas.cl/ficha/599617/taladro-impacto-dongcheng-dzj03-13-500w
Estacionarias,Sierra Ingleteadora Mosay MJ-2625 III 23 Kg,300000,Mosay,https://herramientas.cl/ficha/578141/sierra-ingleteadora-mosay-mj-2625-iii-23-kg
Herramientas Manuales,Alicate Universal 7 Pulgadas Industrial Total THT210706,4460,Total,https://herramientas.cl/ficha/614200/alicate-universal-7-pulgadas-industrial-total-tht210706-
Herramientas Manuales,Alicate Universal 7 Pulgadas Total THT110706P,3420,Total,https://herramientas.cl/ficha/614199/alicate-universal-7-pulgadas-total-tht110706p-
Herramientas Manuales,Cincel Para Madera 25Mm Industrial Total THT41256,3270,Total,https://herramientas.cl/ficha/614257/cincel-para-madera-25mm-industrial-total-tht41256-
Herramientas Manuales,Cortador De Tubo Pvc 225mm Total THT53422,8330,Total,https://herramientas.cl/ficha/614292/cortador-de-tubo-pvc-225mm-total-tht53422-
Herramientas Manuales,Alicate De Corte Diagonal 6 Pulgadas Industrial Total THT230606,3570,Total,https://herramientas.cl/ficha/614184/alicate-de-corte-diagonal-6-pulgadas-industrial-total-tht230606-
Herramientas Manuales,Tronzadora Total TS92035526 2350W,130230,Total,https://herramientas.cl/ficha/614591/tronzadora-total-ts92035526-2350w
Herramientas Manuales,Grasera Manual Total THT111051 400CC,12350,Total,https://herramientas.cl/ficha/614355/grasera-manual-total-tht111051-400cc
Herramientas Manuales,Juego de Destornilladores Total THT2506076 6 piezas en 1,3050,Total,https://herramientas.cl/ficha/614401/juego-de-destornilladores-total-tht2506076-6-piezas-en-1
Herramientas Manuales,Maso Total THT750516 12 LB,24320,Total,https://herramientas.cl/ficha/614477/maso-total-tht750516-12-lb
Herramientas Manuales,Maso Acero Total THT720416 4 KG,20970,Total,https://herramientas.cl/ficha/614479/maso-acero-total-tht720416-4-kg
Herramientas Manuales,Grasera Milwaukee 2646-20 M18,224620,Milwaukee,https://herramientas.cl/ficha/610513/grasera-milwaukee-2646-20-m18
Herramientas Manuales,Set Herraientas KWB 49109106 62 Piezas,9640,KWB,https://herramientas.cl/ficha/603388/set-herraientas-kwb-49109106-62-piezas
Herramientas Inalámbricas,Taladro percutor inalámbrico Black&Decker HP12 12V,55420,Black&Decker,https://herramientas.cl/ficha/599129/taladro-percutor-inalambrico-black-decker-hp12-12v
Herramientas Inalámbricas,Taladro Rotomartillo Compacto Inalambrico Dewalt DCD780C2 20 V,193590,Dewalt,https://herramientas.cl/ficha/578331/taladro-rotomartillo-compacto-inalambrico-dewalt-dcd780c2-20-v
Herramientas Inalámbricas,"Taladro - atornillador Makita DHP481Z 4,0",180790,Makita,https://herramientas.cl/ficha/577084/taladro-atornillador-makita-dhp481z-40
Herramientas Inalámbricas,Taladro Inalambrico Black&Decker CD121K 12 V,34250,Black&Decker,https://herramientas.cl/ficha/589325/taladro-inalambrico-black-decker-cd121k-12-v
Herramientas Inalámbricas,Engrapadora Inalámbrica 10 mm (3/8)Makita,305070,Makita,https://herramientas.cl/ficha/586096/engrapadora-inalambrica-10-mm-38makita
Herramientas Inalámbricas,Rotomartillo inalámbrico SDS Plus 2 Baterías Milwaukee 2612-259 M18,669950,Milwaukee,https://herramientas.cl/ficha/587745/rotomartillo-inalambrico-sds-plus-2-baterias-milwaukee-2612-259-m18
Herramientas Inalámbricas,Kit Esmeril Angular + Taladro Atonillador Inalámbrico Makita DLX2163X,440070,Makita,https://herramientas.cl/ficha/586074/kit-esmeril-angular-taladro-atonillador-inalambrico-makita-dlx2163x-
Herramientas Inalámbricas,Sierra Caladora Inalámbrica Makita JV183DZ 18V,57160,Makita,https://herramientas.cl/ficha/575799/sierra-caladora-inalambrica-makita-jv183dz-18v
Herramientas Inalámbricas,Kit fuente de alimentación Makita 197624-2 18 V,265480,Makita,https://herramientas.cl/ficha/599818/kit-fuente-de-alimentacion-makita-197624-2-18-v
Herramientas Inalámbricas,Aspiradora Makita DCL182Z 18V,54440,Makita,https://herramientas.cl/ficha/586123/aspiradora-makita-dcl182z-18v
Herramientas Inalámbricas,Sierra sable inalámbrica Makita DJR183Z 18V,72080,Makita,https://herramientas.cl/ficha/575807/sierra-sable-inalambrica-makita-djr183z-18v
Herramientas Inalámbricas,TALADRO ATORNILLADOR INALAMBRICO GSR 1800-LI - BOSCH,86850,Bosch,https://herramientas.cl/ficha/575161/taladro-atornillador-inalambrico-gsr-1800-li-bosch
Herramientas Electricas,Esmeril Angular Skil 9004 830W,22230,Skil,https://herramientas.cl/ficha/576017/esmeril-angular-skil-9004-830w
Herramientas Electricas,Pulidora Lustradora 7 Max Max SP1803 1200W,77110,Max,https://herramientas.cl/ficha/594342/pulidora-lustradora-7-max-max-sp1803-1200w
Herramientas Electricas,Fresadora Dongcheng DMP02-6 6 mm,31580,Dongcheng,https://herramientas.cl/ficha/605695/fresadora-dongcheng-dmp02-6-6-mm
Herramientas Electricas,PULIDORA DE AIRE ALTA-VELOC.5 TW-UYUSTOOLS Uyustools PUR005,26450,Uyustools,https://herramientas.cl/ficha/585296/pulidora-de-aire-alta-veloc5-tw-uyustools-uyustools-pur005-
Herramientas Electricas,Lijadora de Banda Dewalt DWP352VS 3¨x 21 cm,228710,Dewalt,https://herramientas.cl/ficha/575238/lijadora-de-banda-dewalt-dwp352vs-3x-21-cm
Herramientas Electricas,Rectificador eléctrico Bosch GGS 28 CE 650W,136630,Bosch,https://herramientas.cl/ficha/575075/rectificador-electrico-bosch-ggs-28-ce-650w
Herramientas Electricas,Martillo Demoledor Makita Makita HM1203C SDS-MAX,648600,Makita,https://herramientas.cl/ficha/575647/martillo-demoledor-makita-makita-hm1203c-sds-max
Herramientas Electricas,Sierra Circular de Transmision 7-1/4 (185 mm.) eje 5/8 1.800 W. Capacidad Max.Corte 60 mm.),230280,Makita,https://herramientas.cl/ficha/577062/sierra-circular-de-transmision-7-14-185-mm-eje-58-1800-w-capacidad-maxcorte-60-mm
Herramientas Electricas,Esmeril Angular Dewalt DWE4314 1500W,110420,Dewalt,https://herramientas.cl/ficha/583123/esmeril-angular-dewalt-dwe4314-1500w
Herramientas Electricas,Rotomartillo SDS Max Max H521 1500W,262180,Max,https://herramientas.cl/ficha/603851/rotomartillo-sds-max-max-h521-1500w
Herramientas Electricas,Pulidora Angular 7 Stanley STGP1318K-B2C 1.300 W,82400,Stanley,https://herramientas.cl/ficha/611319/pulidora-angular-7-stanley-stgp1318k-b2c-1300-w
Herramientas Electricas,MARTILLO Bosch GBH 5 - 40 D 1.100W,450190,Bosch,https://herramientas.cl/ficha/575031/martillo-bosch-gbh-5-40-d-1100w
Estacionarias,Cortador de Azulejo Project WOLFCRAFT TC 670 Cortador de Azulejo Project,182770,WOLFCRAFT,https://herramientas.cl/ficha/587920/cortador-de-azulejo-project-wolfcraft-tc-670-cortador-de-azulejo-project
Estacionarias,Tronzadora de metal Makita DLW140PT2 36V,489730,Makita,https://herramientas.cl/ficha/612268/tronzadora-de-metal-makita-dlw140pt2-36v
Estacionarias,Sierra de Banco Itaka KCTS 2000 2000W,129380,Itaka,https://herramientas.cl/ficha/594439/sierra-de-banco-itaka-kcts-2000-2000w
Estacionarias,Sierra Ingleteadora Skil 3310 1800 W,152830,Skil,https://herramientas.cl/ficha/575984/sierra-ingleteadora-skil-3310-1800-w
Estacionarias,Taladro de Pedestal Mosay ZJ-5116 57 kg,254900,Mosay,https://herramientas.cl/ficha/578142/taladro-de-pedestal-mosay-zj-5116-57-kg
Estacionarias,Sierra ingleteadora 10 Makita LS1019 1510 W,570240,Makita,https://herramientas.cl/ficha/587669/sierra-ingleteadora-10-makita-ls1019-1510-w
Estacionarias,Cortadora de Metal Makita LC1230 1750 W,546040,Makita,https://herramientas.cl/ficha/575735/cortadora-de-metal-makita-lc1230-1750-w
Estacionarias,Tupii Eje Vertical Itaka MX 5115 120MM 220V,1273210,Itaka,https://herramientas.cl/ficha/594440/tupii-eje-vertical-itaka-mx-5115-120mm-220v
Estacionarias,Ingleteadora Telescopica Skil 3311 1800W,177350,Skil,https://herramientas.cl/ficha/575985/ingleteadora-telescopica-skil-3311-1800w
Estacionarias,Taladro De Pedestal Mosay ZJ-5125 101 Kg,468900,Mosay,https://herramientas.cl/ficha/578143/taladro-de-pedestal-mosay-zj-5125-101-kg
Estacionarias,Sierra Ingleteadora Makita LS1019L Inglete 48° derecha e izquierda,729900,Makita,https://herramientas.cl/ficha/587670/sierra-ingleteadora-makita-ls1019l-inglete-48-derecha-e-izquierda
Estacionarias,Base Magnetica Bosch GMB 32 26 Kg,1379390,Bosch,https://herramientas.cl/ficha/575097/base-magnetica-bosch-gmb-32-26-kg
Herramientas Inalámbricas,Taladro Inalambrico Black&Decker HP14 14 V,59900,Black&Decker,https://herramientas.cl/ficha/589568/taladro-inalambrico-black-decker-hp14-14-v
Herramientas Inalámbricas,Taladro Perc.utor Compacto Inalámbrico Dewalt DCD785C2 20V Litio-Ion,209130,Dewalt,https://herramientas.cl/ficha/575278/taladro-percutor-compacto-inalambrico-dewalt-dcd785c2-20v-litio-ion
Herramientas Inalámbricas,Taladro Atornillador Percutor Makita DHP482RFJ 3.0 A.H,244190,Makita,https://herramientas.cl/ficha/587847/taladro-atornillador-percutor-makita-dhp482rfj-30-ah
Herramientas Inalámbricas,Llave de impacto Makita DTW285RFE 2800 rpm,275770,Makita,https://herramientas.cl/ficha/587696/llave-de-impacto-makita-dtw285rfe-2800-rpm
Herramientas Inalámbricas,Taladro Inalambrico Black&Decker CD961 9.6 V,33160,Black&Decker,https://herramientas.cl/ficha/583143/taladro-inalambrico-black-decker-cd961-96-v
Herramientas Inalámbricas,Atornillador Inalambrico Drywall 18V (Solo Herramienta) DFS451Z Makita,111600,Makita,https://herramientas.cl/ficha/575923/atornillador-inalambrico-drywall-18v-solo-herramienta-dfs451z-makita
Herramientas Inalámbricas,Engrapadora Inalámbrica 10 mm (3/8) Makita,215240,Makita,https://herramientas.cl/ficha/586097/engrapadora-inalambrica-10-mm-38-makita
Herramientas Inalámbricas,Taladro Atornillador Makita DDF483RFE 18 V,201220,Makita,https://herramientas.cl/ficha/587535/taladro-atornillador-makita-ddf483rfe-18-v
Herramientas Inalámbricas,Combo Taladro Percutor+ Controlador de Impacto Makita DLX2180TX 18 V,490210,Makita,https://herramientas.cl/ficha/600124/combo-taladro-percutor-controlador-de-impacto-makita-dlx2180tx-18-v
Herramientas Inalámbricas,Atornillador Black&Decker KC4815 4.8 V,15490,Black&Decker,https://herramientas.cl/ficha/583140/atornillador-black-decker-kc4815-48-v
Herramientas Inalámbricas,Cafetera inalambrica Makita DCM500Z 18 V,44520,Makita,https://herramientas.cl/ficha/586125/cafetera-inalambrica-makita-dcm500z-18-v
Herramientas Inalámbricas,Sierra Sable Inalámbrica Makita DJR186RFE 2800 gpm,246700,Makita,https://herramientas.cl/ficha/587698/sierra-sable-inalambrica-makita-djr186rfe-2800-gpm
Herramientas Manuales,Set de 4 Prensas Irwin Quick Grip,70960,Irwin,https://herramientas.cl/ficha/613912/set-de-4-prensas-irwin-quick-grip
Herramientas Manuales,Set de Herramientas Stanley 70-879 6 Piezas,20199,Stanley,https://herramientas.cl/ficha/614777/set-de-herramientas-stanley-70-879-6-piezas
Herramientas Manuales,Set de Caja Plástica con Herramientas Stanley STST7203CH,54000,Stanley,https://herramientas.cl/ficha/614778/set-de-caja-plastica-con-herramientas-stanley-stst7203ch-
Herramientas Manuales,Juego destornilladores NEO D830B 30 Piezas,24429,NEO,https://herramientas.cl/ficha/615154/juego-destornilladores-neo-d830b-30-piezas
Herramientas Manuales,Juego de puntas destornillar NEO D858B 58 Piezas,10971,NEO,https://herramientas.cl/ficha/615155/juego-de-puntas-destornillar-neo-d858b-58-piezas
Herramientas Manuales,Hacha de corte mango largo NEO HCL 9018 800mm,13828,NEO,https://herramientas.cl/ficha/615158/hacha-de-corte-mango-largo-neo-hcl-9018-800mm
Herramientas Manuales,Juego de dados métrico con accesorios Gladiator JT 870K 1/2-1/4,52452,Gladiator,https://herramientas.cl/ficha/615165/juego-de-dados-metrico-con-accesorios-gladiator-jt-870k-12-14
Herramientas Manuales,Juegos de dados métricos 13pzas NEO 10 T13PM 1/2 1/2,27562,NEO,https://herramientas.cl/ficha/615166/juegos-de-dados-metricos-13pzas-neo-10-t13pm-12-12
Herramientas Manuales,Juego de llaves criquet T NEO T 825B 25 Piezas,6591,NEO,https://herramientas.cl/ficha/615167/juego-de-llaves-criquet-t-neo-t-825b-25-piezas
Herramientas Manuales,Set Multiherramienta Wera Tool-Check PLUS 39 Piezas,72900,Wera,https://herramientas.cl/ficha/615743/set-multiherramienta-wera-tool-check-plus-39-piezas
Herramientas Manuales,Juego de Llave Hexagonal Torx Total THT106392 9 piezas,4460,Total,https://herramientas.cl/ficha/614429/juego-de-llave-hexagonal-torx-total-tht106392-9-piezas
Herramientas Manuales,LLAVE CORONA ABIERTA 5/8-3/4,22800,Bahco,https://herramientas.cl/ficha/596501/llave-corona-abierta-58-34
Herramientas Electricas,Llave de Impacto Makita 6922NB 1330W,2080940,Makita,https://herramientas.cl/ficha/575606/llave-de-impacto-makita-6922nb-1330w
Herramientas Electricas,Esmeril Angular Makita GA7061R 2.200 W,126340,Makita,https://herramientas.cl/ficha/587861/esmeril-angular-makita-ga7061r-2200-w
Herramientas Electricas,Multiestacion de Trabajo Dremel 26150220AA 2.44 Kg,46730,Dremel,https://herramientas.cl/ficha/588456/multiestacion-de-trabajo-dremel-26150220aa-244-kg
Herramientas Electricas,Taladro percutor inalámbrico Milwaukee 2607-159C 13mm,134900,Milwaukee,https://herramientas.cl/ficha/598440/taladro-percutor-inalambrico-milwaukee-2607-159c-13mm
Herramientas Electricas,Esmeril Angular Makita DGA468ZU 3.000 - 8.500 rpm,225800,Makita,https://herramientas.cl/ficha/612251/esmeril-angular-makita-dga468zu-3000-8500-rpm
Herramientas Electricas,Recortadora c/base Makita RT0700CX3 710 W,241010,Makita,https://herramientas.cl/ficha/575718/recortadora-cbase-makita-rt0700cx3-710-w
Herramientas Electricas,Pulidora Bosch 9051 470W,47600,Bosch,https://herramientas.cl/ficha/576019/pulidora-bosch-9051-470w
Herramientas Electricas,ESMERIL ANGULAR 7 2600W ALEMAN MOD.AGV-26-180GE,269900,Itaka,https://herramientas.cl/ficha/594384/esmeril-angular-7-2600w-aleman-modagv-26-180ge
Herramientas Electricas,Fresadora Chica Dongcheng DMP04-6 550 W,44500,Dongcheng,https://herramientas.cl/ficha/605696/fresadora-chica-dongcheng-dmp04-6-550-w
Herramientas Electricas,Esmeril Angular Makita GA7010C 2.000 W,200300,Makita,https://herramientas.cl/ficha/575683/esmeril-angular-makita-ga7010c-2000-w
Herramientas Electricas,Llave de Impacto Dewalt DW292 710 W,224900,Dewalt,https://herramientas.cl/ficha/575239/llave-de-impacto-dewalt-dw292-710-w
Herramientas Electricas,Rotomartillo SDS Plus con reversa Dongcheng DZC03-26B 750W,71880,Dongcheng,https://herramientas.cl/ficha/591599/rotomartillo-sds-plus-con-reversa-dongcheng-dzc03-26b-750w
Estacionarias,Tupi Eje Vertical Itaka MX 5112 120MM 380V,2086310,Itaka,https://herramientas.cl/ficha/594441/tupi-eje-vertical-itaka-mx-5112-120mm-380v
Estacionarias,Cortador de Pisos y Azulejos Skil 0500,61790,Skil,https://herramientas.cl/ficha/599623/cortador-de-pisos-y-azulejos-skil-0500-
