product_name,product_price,product_brand,product_link
Llave de Impacto 1/2 Makita 6905H 470W,302240,Makita,https://herramientas.cl/ficha/575604/llave-de-impacto-12-makita-6905h-470w
PISTOLA CALOR DIGITAL FERTON PROFESIONAL Uyustools PSC2DF 2000W,35010,Uyustools,https://herramientas.cl/ficha/585547/pistola-calor-digital-ferton-profesional-uyustools-psc2df-2000w
Martillo Rompedor Makita Makita HM1802 Hexagonal 28.6 mm.,1464530,Makita,https://herramientas.cl/ficha/587858/martillo-rompedor-makita-makita-hm1802-hexagonal-286-mm
Rotomartillo Stanley Stanley STHR202K SDS Plus 2Kg,69330,Stanley,https://herramientas.cl/ficha/588448/rotomartillo-stanley-stanley-sthr202k-sds-plus-2kg
Rebajadora 1/2 Makita RP2301FC 2100W,291680,Makita,https://herramientas.cl/ficha/575715/rebajadora-12-makita-rp2301fc-2100w
LIJADORA ORBITAL 1/4 110X110MM 160W MOD.S110,27420,Max,https://herramientas.cl/ficha/594336/lijadora-orbital-14-110x110mm-160w-mods110
Martillo Rotativo Makita HR1840 470 W,112080,Makita,https://herramientas.cl/ficha/598036/martillo-rotativo-makita-hr1840-470-w
Cepillo Electrico Dongcheng DMB02-82 500W,45200,Dongcheng,https://herramientas.cl/ficha/605689/cepillo-electrico-dongcheng-dmb02-82-500w
Esmeril Angular Makita 9557HPG 840 W,54900,Makita,https://herramientas.cl/ficha/575679/esmeril-angular-makita-9557hpg-840-w
Sierra Circular de Corte Makita SP6000 1.300 W,381770,Makita,https://herramientas.cl/ficha/577107/sierra-circular-de-corte-makita-sp6000-1300-w
CEPILLO 800 W HO 0882. Metabo,251000,METABO,https://herramientas.cl/ficha/587454/cepillo-800-w-ho-0882-metabo
Rectificador eléctrico Bosch GGS 28 500W,107700,Bosch,https://herramientas.cl/ficha/575074/rectificador-electrico-bosch-ggs-28-500w
Martillo Demoledor Makita Makita HM1111C SDS-MAX,756120,Makita,https://herramientas.cl/ficha/575645/martillo-demoledor-makita-makita-hm1111c-sds-max
Sierra Circular 14 (355mm) 2.200 W. Capacidad Max.Corte 130 mm.,904030,Makita,https://herramientas.cl/ficha/577059/sierra-circular-14-355mm-2200-w-capacidad-maxcorte-130-mm
Martillo Demoledor Makita Makita HM1201 Hexagonal,581940,Makita,https://herramientas.cl/ficha/575646/martillo-demoledor-makita-makita-hm1201-hexagonal
Multimax Dremel F013MM40NB 2.3 A.H,68580,Dremel,https://herramientas.cl/ficha/583122/multimax-dremel-f013mm40nb-23-ah
Lijadora Excéntrica 5 (125 mm.) 240W M9204G MAKITA-MT Makita-Mt M9204G,53610,Makita-Mt,https://herramientas.cl/ficha/591969/lijadora-excentrica-5-125-mm-240w-m9204g-makita-mt-makita-mt-m9204g
LIJADORA DE TUBOS 180 UTC 7-R 230V ART 1111570,866300,Isesa,https://herramientas.cl/ficha/600508/lijadora-de-tubos-180-utc-7-r-230v-art-1111570
Esmeril 4 1/2 650W,22500,Black&Decker,https://herramientas.cl/ficha/594572/esmeril-4-12-650w
Cepillo eléctrico Bosch GHO 26 - 82 710W,122010,Bosch,https://herramientas.cl/ficha/575030/cepillo-electrico-bosch-gho-26-82-710w
Atornillador 1/4 ¨ Makita FS2200 570 W,104060,Makita,https://herramientas.cl/ficha/575605/atornillador-14-makita-fs2200-570-w
TALADRO Bosch GBM 10 RE 600 W,55900,Bosch,https://herramientas.cl/ficha/575138/taladro-bosch-gbm-10-re-600-w
Esmeril Angular Makita 9557HPYG 840 W,55770,Makita,https://herramientas.cl/ficha/587860/esmeril-angular-makita-9557hpyg-840-w
Kit Pistola Calor Stanley Stanley STXH2000K 1800W,55310,Stanley,https://herramientas.cl/ficha/588454/kit-pistola-calor-stanley-stanley-stxh2000k-1800w
Esmeril Angular 4-1/2 Makita DGA464ZU 5.800 rpm,216870,Makita,https://herramientas.cl/ficha/612250/esmeril-angular-4-12-makita-dga464zu-5800-rpm
Cortadora 7.1/8 corte 45º 4107R Makita,502360,Makita,https://herramientas.cl/ficha/575716/cortadora-718-corte-45-4107r-makita
Esmeril Angular Skil 9004 830W,22230,Skil,https://herramientas.cl/ficha/576017/esmeril-angular-skil-9004-830w
Pulidora Lustradora 7 Max Max SP1803 1200W,77110,Max,https://herramientas.cl/ficha/594342/pulidora-lustradora-7-max-max-sp1803-1200w
Fresadora Dongcheng DMP02-6 6 mm,31580,Dongcheng,https://herramientas.cl/ficha/605695/fresadora-dongcheng-dmp02-6-6-mm
PULIDORA DE AIRE ALTA-VELOC.5 TW-UYUSTOOLS Uyustools PUR005,26450,Uyustools,https://herramientas.cl/ficha/585296/pulidora-de-aire-alta-veloc5-tw-uyustools-uyustools-pur005-
Lijadora de Banda Dewalt DWP352VS 3¨x 21 cm,228710,Dewalt,https://herramientas.cl/ficha/575238/lijadora-de-banda-dewalt-dwp352vs-3x-21-cm
Rectificador eléctrico Bosch GGS 28 CE 650W,136630,Bosch,https://herramientas.cl/ficha/575075/rectificador-electrico-bosch-ggs-28-ce-650w
Martillo Demoledor Makita Makita HM1203C SDS-MAX,648600,Makita,https://herramientas.cl/ficha/575647/martillo-demoledor-makita-makita-hm1203c-sds-max
Sierra Circular de Transmision 7-1/4 (185 mm.) eje 5/8 1.800 W. Capacidad Max.Corte 60 mm.),230280,Makita,https://herramientas.cl/ficha/577062/sierra-circular-de-transmision-7-14-185-mm-eje-58-1800-w-capacidad-maxcorte-60-mm
Esmeril Angular Dewalt DWE4314 1500W,110420,Dewalt,https://herramientas.cl/ficha/583123/esmeril-angular-dewalt-dwe4314-1500w
Rotomartillo SDS Max Max H521 1500W,262180,Max,https://herramientas.cl/ficha/603851/rotomartillo-sds-max-max-h521-1500w
Pulidora Angular 7 Stanley STGP1318K-B2C 1.300 W,82400,Stanley,https://herramientas.cl/ficha/611319/pulidora-angular-7-stanley-stgp1318k-b2c-1300-w
MARTILLO Bosch GBH 5 - 40 D 1.100W,450190,Bosch,https://herramientas.cl/ficha/575031/martillo-bosch-gbh-5-40-d-1100w
Llave de Impacto Makita 6922NB 1330W,2080940,Makita,https://herramientas.cl/ficha/575606/llave-de-impacto-makita-6922nb-1330w
Esmeril Angular Makita GA7061R 2.200 W,126340,Makita,https://herramientas.cl/ficha/587861/esmeril-angular-makita-ga7061r-2200-w
Multiestacion de Trabajo Dremel 26150220AA 2.44 Kg,46730,Dremel,https://herramientas.cl/ficha/588456/multiestacion-de-trabajo-dremel-26150220aa-244-kg
Taladro percutor inalámbrico Milwaukee 2607-159C 13mm,134900,Milwaukee,https://herramientas.cl/ficha/598440/taladro-percutor-inalambrico-milwaukee-2607-159c-13mm
Esmeril Angular Makita DGA468ZU 3.000 - 8.500 rpm,225800,Makita,https://herramientas.cl/ficha/612251/esmeril-angular-makita-dga468zu-3000-8500-rpm
Recortadora c/base Makita RT0700CX3 710 W,241010,Makita,https://herramientas.cl/ficha/575718/recortadora-cbase-makita-rt0700cx3-710-w
Pulidora Bosch 9051 470W,47600,Bosch,https://herramientas.cl/ficha/576019/pulidora-bosch-9051-470w
ESMERIL ANGULAR 7 2600W ALEMAN MOD.AGV-26-180GE,269900,Itaka,https://herramientas.cl/ficha/594384/esmeril-angular-7-2600w-aleman-modagv-26-180ge
Fresadora Chica Dongcheng DMP04-6 550 W,44500,Dongcheng,https://herramientas.cl/ficha/605696/fresadora-chica-dongcheng-dmp04-6-550-w
Esmeril Angular Makita GA7010C 2.000 W,200300,Makita,https://herramientas.cl/ficha/575683/esmeril-angular-makita-ga7010c-2000-w
Llave de Impacto Dewalt DW292 710 W,224900,Dewalt,https://herramientas.cl/ficha/575239/llave-de-impacto-dewalt-dw292-710-w
Rotomartillo SDS Plus con reversa Dongcheng DZC03-26B 750W,71880,Dongcheng,https://herramientas.cl/ficha/591599/rotomartillo-sds-plus-con-reversa-dongcheng-dzc03-26b-750w
Sierra circular portátil Bosch GKS 235 2200W,180900,Bosch,https://herramientas.cl/ficha/575076/sierra-circular-portatil-bosch-gks-235-2200w
Martillo Demoledor Makita Makita HM1317C Hexagonal 30 mm,864110,Makita,https://herramientas.cl/ficha/575648/martillo-demoledor-makita-makita-hm1317c-hexagonal-30-mm
Rotomartillo Dongcheng DZC04-30 30MM,103060,Dongcheng,https://herramientas.cl/ficha/599615/rotomartillo-dongcheng-dzc04-30-30mm
Sierra Caladora Max J553 580W,53120,Max,https://herramientas.cl/ficha/603857/sierra-caladora-max-j553-580w
TALADRO 20 MM CROWN 1050 W,70790,Uyustools,https://herramientas.cl/ficha/583915/taladro-20-mm-crown-1050-w
MARTILLO PERFORADOR Bosch GBH-5 - 40 DCE,586040,Bosch,https://herramientas.cl/ficha/575033/martillo-perforador-bosch-gbh-5-40-dce-
Taladro Perforador Rompedor Bosch GBH 12-52 D 1700 W,786560,Bosch,https://herramientas.cl/ficha/586472/taladro-perforador-rompedor-bosch-gbh-12-52-d-1700-w
Atornillador Hexagonal 1/4 ¨ Makita FS2700 570 W,87590,Makita,https://herramientas.cl/ficha/575607/atornillador-hexagonal-14-makita-fs2700-570-w
Esmeril angular Skil 9455 1100W,34110,Skil,https://herramientas.cl/ficha/578996/esmeril-angular-skil-9455-1100w
Esmeril Angular Makita GA9061R 6.600 rpm,126340,Makita,https://herramientas.cl/ficha/587862/esmeril-angular-makita-ga9061r-6600-rpm
Esmeril Angular Makita DGA701Z 7.800 rpm,214910,Makita,https://herramientas.cl/ficha/612252/esmeril-angular-makita-dga701z-7800-rpm
Taladro Percutor Dewalt DW508SK 700 W,80200,Dewalt,https://herramientas.cl/ficha/575281/taladro-percutor-dewalt-dw508sk-700-w
Sierra Caladora Makita 4327 450 W,70570,Makita,https://herramientas.cl/ficha/575719/sierra-caladora-makita-4327-450-w
Pulidora Skil 9071 1300W,75840,Skil,https://herramientas.cl/ficha/576020/pulidora-skil-9071-1300w
Fein MultiMaster FMM 350 QSL,281000,Fein,https://herramientas.cl/ficha/578280/fein-multimaster-fmm-350-qsl
Martillo Cincelador SDS MAX Dewalt D25810K 1.150 W,299900,Dewalt,https://herramientas.cl/ficha/588383/martillo-cincelador-sds-max-dewalt-d25810k-1150-w
Esmeril angular 7 Bosch GWS 2000 2.000W,77390,Bosch,https://herramientas.cl/ficha/598049/esmeril-angular-7-bosch-gws-2000-2000w
Esmeril Angular Dewalt DWE496 2.600 W,114750,Dewalt,https://herramientas.cl/ficha/600973/esmeril-angular-dewalt-dwe496-2600-w
Sierra Caladora Dongcheng DMQ65K 600W,74950,Dongcheng,https://herramientas.cl/ficha/605697/sierra-caladora-dongcheng-dmq65k-600w
Esmeril Angular Makita GA4534 720 W,47820,Makita,https://herramientas.cl/ficha/575684/esmeril-angular-makita-ga4534-720-w
Llave de Impacto Dewalt DW294 710 W,216780,Dewalt,https://herramientas.cl/ficha/575240/llave-de-impacto-dewalt-dw294-710-w
PULIDORA 180 UYUSTOOLS Uyustools PUU180 1400W,65520,Uyustools,https://herramientas.cl/ficha/585359/pulidora-180-uyustools-uyustools-puu180-1400w
Rectificador eléctrico Bosch GGS 28 L 500W,121820,Bosch,https://herramientas.cl/ficha/575078/rectificador-electrico-bosch-ggs-28-l-500w
Rectificador eléctrico Bosch GGS 28 LCE 650W,142430,Bosch,https://herramientas.cl/ficha/575079/rectificador-electrico-bosch-ggs-28-lce-650w
Martillo Demoledor Makita Makita HM1205C SDS-MAX,584050,Makita,https://herramientas.cl/ficha/575649/martillo-demoledor-makita-makita-hm1205c-sds-max
Sierra Circular 7-1/4 (185 mm.) eje 5/8 1050 W,83320,Makita,https://herramientas.cl/ficha/577064/sierra-circular-7-14-185-mm-eje-58-1050-w
Esmeril Angular Dewalt DWE490 2.200 W,75650,Dewalt,https://herramientas.cl/ficha/583125/esmeril-angular-dewalt-dwe490-2200-w
